video_stem,video_path,exercise_class,quality,split,action_name_raw,comment,action_guidance,judgement_key,frame_root,frame_start,frame_end,annotator
xYkvB0_action_3__ann0,,leg lunge with knee lift,3.000000,train,Leg Lunge With Knee Lift,"There are many inconsistencies between the movements and the textual description. The completion level is average with slow speed, and it feels like there is a poor balance control ability for one's own body. The exercise needs to focus on increasing leg and core muscle strength.","in the lunge position, the upper body is in a straight line with the back leg, and put your hands on your hips. get up, raise your knees simultaneously, and move as steadily and smoothly as possible. do not tilt your pelvis to the side during the lunge, and keep your pelvis and upper body always forward.",xYkvB0_action_3,frames_open/xYkvB0,1741,2146,3HqdZ6J6af
xYkvB0_action_3__ann1,,leg lunge with knee lift,4.000000,train,Leg Lunge With Knee Lift,"The movements are followed according to the instructional text, the speed is moderate, the movements are smooth, and they are executed very well. Especially with the lunge posture, the upper body and the back leg maintain a straight line. However, during the process of moving the legs, due to the lack of core strength, the movements still shake and are unable to maintain stability and smoothness.","in the lunge position, the upper body is in a straight line with the back leg, and put your hands on your hips. get up, raise your knees simultaneously, and move as steadily and smoothly as possible. do not tilt your pelvis to the side during the lunge, and keep your pelvis and upper body always forward.",xYkvB0_action_3,frames_open/xYkvB0,1741,2146,mM1Khzfx1h
xYkvB0_action_3__ann2,,leg lunge with knee lift,1.000000,train,Leg Lunge With Knee Lift,"The performer of the movement made an initial incorrect movement, the movement is smooth but too fast. During the transition from lunge to lifting the knee, the body shakes and is unstable, and the muscles are not exerted.","in the lunge position, the upper body is in a straight line with the back leg, and put your hands on your hips. get up, raise your knees simultaneously, and move as steadily and smoothly as possible. do not tilt your pelvis to the side during the lunge, and keep your pelvis and upper body always forward.",xYkvB0_action_3,frames_open/xYkvB0,1741,2146,z6Y1t9EwL5
J6afU1_action_13__ann0,,high knee,4.000000,train,High Knee,"The movements are performed relatively smoothly, but there are some issues such as excessive upper body sway, insufficient height in lifting the legs, and relatively slow alternating lifting speed. Improvement can be made by increasing the height and speed of lifting the legs.","straighten your back, look ahead, and lift your legs alternately and quickly with your front feet on the ground. keep your body stable and swing your arms with the rhythm of the leg lifts. maintain the fastest speed.",J6afU1_action_13,frames_open/J6afU1,10651,11056,3HqdZ6J6af
J6afU1_action_13__ann1,,high knee,3.000000,train,High Knee,"Suggest increasing the speed, lift the arms higher and turn the hands inward.","straighten your back, look ahead, and lift your legs alternately and quickly with your front feet on the ground. keep your body stable and swing your arms with the rhythm of the leg lifts. maintain the fastest speed.",J6afU1_action_13,frames_open/J6afU1,10651,11056,Cffu4G7Fgt
CeqSkC_action_15__ann0,,high knee,2.000000,train,High Knee,"The movements are relatively smooth, but the execution is not excellent, as the height and speed of lifting the legs are far from sufficient. Improvement can be achieved by increasing the speed and height of leg lifts.","straighten your back, look ahead, and lift your legs alternately and quickly with your front feet on the ground. keep your body stable and swing your arms with the rhythm of the leg lifts. maintain the fastest speed.",CeqSkC_action_15,frames_open/CeqSkC,12826,13096,3HqdZ6J6af
CeqSkC_action_15__ann1,,high knee,4.000000,train,High Knee,"The speed at which the legs are raised is not fast enough, it can be faster.","straighten your back, look ahead, and lift your legs alternately and quickly with your front feet on the ground. keep your body stable and swing your arms with the rhythm of the leg lifts. maintain the fastest speed.",CeqSkC_action_15,frames_open/CeqSkC,12826,13096,FQPS6YwfuN
RHNgmh_action_1__ann0,,jumping jacks,3.000000,train,Jumping Jacks,"The movements are performed quite smoothly, but the head is slightly tilted downwards. At the same time, when the legs are being separated, the hands are being raised to the head position, which is in the opposite sequence to the text description.","tighten your waist and abdomen, and tense your arms. lift your arms with shoulder strength, press your arms down with back strength, and use your arms to drive your body to jump. jump with your feet open and close, relax your calves as much as possible, and do not lower or raise your head.",RHNgmh_action_1,frames_open/RHNgmh,961,1291,3HqdZ6J6af
RHNgmh_action_1__ann1,,jumping jacks,5.000000,train,Jumping Jacks,The action completely meets the requirements of the instructional text.,"tighten your waist and abdomen, and tense your arms. lift your arms with shoulder strength, press your arms down with back strength, and use your arms to drive your body to jump. jump with your feet open and close, relax your calves as much as possible, and do not lower or raise your head.",RHNgmh_action_1,frames_open/RHNgmh,961,1291,Rz1THrHZp2
RHNgmh_action_10__ann0,,sit-ups,3.000000,train,Sit-ups,"The movement is performed smoothly, but the legs are spread wider with the feet not being close together, indicating that the execution of the movement is relatively challenging.","lie on the mat, put your arms straight on either side of your head, put your feet together, open your legs, and use your abdominal muscles to get up. keep your head, shoulders, upper back, and lower back off the ground in turn, and touch your feet with your hands. make sure your lower back, upper back, shoulder, and head touch the ground in turn when lowering. control your speed throughout the action, with the frequency of about once every 2 seconds.",RHNgmh_action_10,frames_open/RHNgmh,7261,8071,3HqdZ6J6af
RHNgmh_action_11__ann0,,kneeling side torso twist,3.000000,train,Kneeling Side Torso Twist,"The movement is performed quite smoothly, but the right elbow did not touch the floor, and the knees are too close. You can open up the knees and twist the waist more to bring the right elbow closer to the ground.",lie prone on a yoga mat with your knees on the ground and slightly apart; put your left hand on the ground and bend your right elbow to hold your ear. contract your abdominal muscles and use your right elbow to get closer to the ground; pause briefly and return to the starting position.,RHNgmh_action_11,frames_open/RHNgmh,8086,8836,3HqdZ6J6af
RHNgmh_action_11__ann1,,kneeling side torso twist,5.000000,train,Kneeling Side Torso Twist,"The overall movements are smooth, meeting the requirements of proper guidance. It would be even better if the legs were slightly further apart.",lie prone on a yoga mat with your knees on the ground and slightly apart; put your left hand on the ground and bend your right elbow to hold your ear. contract your abdominal muscles and use your right elbow to get closer to the ground; pause briefly and return to the starting position.,RHNgmh_action_11,frames_open/RHNgmh,8086,8836,Cffu4G7Fgt
gtJsTh_action_3__ann0,,sit-ups,2.000000,train,Sit-ups,"The movements are not entirely following the written description, for example, when lying down, the arms did not extend over the head and the head did not stay on the ground. The speed is mostly suitable.","lie on the mat, put your arms straight on either side of your head, put your feet together, open your legs, and use your abdominal muscles to get up. keep your head, shoulders, upper back, and lower back off the ground in turn, and touch your feet with your hands. make sure your lower back, upper back, shoulder, and head touch the ground in turn when lowering. control your speed throughout the action, with the frequency of about once every 2 seconds.",gtJsTh_action_3,frames_open/gtJsTh,1786,2656,3HqdZ6J6af
